335	When we requested the reception staff for rooms closer to the restaurant as it was difficult to climb stairs, they refused & said that they have pre-reserved rooms for us and changing is not possible.
336	Almost everything.
337	Duck was a little tough and slightly dry).
338	The apartment was pricy in comparison to the standard of living
339	Bed was really big and comfortable.
340	The hostal/hotel was excellent, staff very friendly and helpful.
341	Noisy heater/air conditioning unit
342	Imagine university accomodation but as a hostel.
343	The room was ok but did not afford any privacy as no net curtains.
344	But we knew about this in advance and it wouldn’t stop us from visiting again!
345	Needs upgrading done within hotel and rooms pool needs cleaning wish it was pet friendly
346	Everything was great, i would definetly come back
347	Very very annoying!
348	My name for credit card payment:
349	Floor was extremely dusty despite mopping it
350	We had such an amazing stay at Am Paradies, it was even better than the pictures on Booking described.
351	view
352	We expected more for our £148.50 per night!
353	You have to count with potencial disadvantages of shared room.
354	#4: The beaches are fantastic just a stone throw away
355	All is fine!
356	Limited TV channel choice is room
357	Facilities can be increased , gym was not there.
358	Had to put a towel down to step on.
359	Noise from other residents returning very late.
360	Since our booking was more than 72 hours away, we asked to cancel and get a refund.
361	Location, style, garden breakfest
362	They are only suitable for children and small adults.
363	Just by the sea, if you are fortune you can see the sunset & sunrise.
364	Stayed an extra night so it must have been good.
365	Could do with updating, but was affordable and clean
366	Bedroom size compact, especially with two suitcases.
367	The mattress was really comfortable.
368	Customer relation
369	Our hairdryer had gone missing and the room ventilation system was malfunctioning the night we were there this time.
370	No hot water in the 3 nights I stayed there, Internet did not work at all until the morning of the last day I was there, my bed was saggy.
371	Breakfast very limited - I hope you like eggs because it was eggs and toast only.
372	Everything was perfect, the staffgirl was very warm and helpful.
373	Cozy and relax environment
374	Nothing.
375	Comfortable bed
376	Great base to stay and get to Whitby, Staithes, Robin Hoods Bay, Bridlington, Danes Dyke, Filey or Flamborough Head in under an hour.
377	I wish I had a dryer at the apt.
378	Hotel beds are usually over hard, but this one was perfect for us, just correct amount of support.
379	When we returned to the hotel after an evening in town we found the receptionist (the only member of staff on duty) passed out drunk in reception, empty beer bottles, etc.
380	Great Laundry facility.
381	In the smoking area there could be mosquito repellant I get bitten lots out there
382	but it is their real simple badwi's life so we enjoyed it so much.
383	The location was great and also the room facilities were excellent!
384	Breakfast was a little rushed all though they were busy..
385	Very clean, very nice atmosphere inside, nice design
386	Decent breakfast on-site with cooked ham, hard-boiled eggs, yoghourts, cheeses and breads.
387	- Have to request iron & iron board at reception and wait for availbility only
